19 | Q4
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 F4 G3 J4 C3 B4 | G4
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 F4 G3 J4 C3 B4 G4 | G5
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 F4 G3 J4 C3 B4 G4 G5 | J2
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 | G3
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 G3 | H4
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 G3 H4 | H3
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 G3 H4 H3 | J3
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 F4 | F5
19 Q4 Q16 C4 D16 C14 F17 D10 F3 E4 D2 G4 F4 F5 | G3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 | E3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 | K3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 | E4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 | N3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 | R6
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 | C12
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 | D12
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 | D11
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 | E11
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 | C11
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 | C10
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 C10 | D13
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 C10 D13 | E12
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 C10 D13 E12 | C13
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 C10 D13 E12 C13 | E10
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 E11 C11 C10 D13 E12 C13 E10 | C3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 | E11
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 | B12
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 | C10
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 C10 | C13
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 C10 C13 | B11
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 C10 C13 B11 | C9
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 C10 C13 B11 C9 | C12
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 E4 N3 R6 C12 D12 D11 C11 E11 B12 C10 C13 B11 C9 C12 | C16
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 H3 | O3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K3 H3 O3 | H5
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 O3 | L4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 O3 L4 | R6
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 O3 L4 R6 | O4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 O3 L4 R6 O4 | R3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 O3 L4 R6 O4 R3 | R4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 | E4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 | F5
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 | K4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 | E5
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 E5 | C6
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 E5 C6 | E8
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 E5 C6 E8 | E7
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 E5 C6 E8 E7 | F7
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 F3 E4 F5 K4 E5 C6 E8 E7 F7 | D7
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K4 | F3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K4 F3 | O3
19 Q4 Q16 C4 D16 C14 F17 D10 F4 E3 K4 F3 O3 | R6
19 Q4 Q16 C4 D16 C14 F17 D10 F4 H3 | D5
19 Q4 Q16 C4 D16 C14 F17 D10 F4 H3 D5 | D4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 H3 D5 D4 | E4
19 Q4 Q16 C4 D16 C14 F17 D10 F4 H3 D5 D4 E4 | B6
19 Q4 Q16 C4 D16 C14 F17 D10 F4 D3 | K3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 | L4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L4 | F4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 | F3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 | D3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 | O5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 | Q6
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 | L4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 | M4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 | M5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 | L5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 | L3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 | N5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 | M6
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 | O4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 | N6
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 N6 | N4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 N6 N4 | M2
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 N6 N4 M2 | P3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 N6 N4 M2 P3 | J4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 M3 F3 D3 O5 Q6 L4 M4 M5 L5 L3 N5 M6 O4 N6 N4 M2 P3 J4 | K5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 | R6
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 | O4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 O4 | N4
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 O4 N4 | O5
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 O4 N4 O5 | Q3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 O4 N4 O5 Q3 | R3
19 Q4 Q16 C4 D16 C14 F17 D10 O3 L3 R6 O4 N4 O5 Q3 R3 | P3
19 Q4 Q16 C4 D16 C14 F17 D10 J3 | F3
19 Q4 Q16 C4 D16 C14 F17 D10 K3 | H3
19 Q4 Q16 C4 D16 C14 F17 D10 K3 H3 | O3
19 Q4 Q16 C4 D16 C14 F17 J3 | C15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 | D14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 | D10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 | D7
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 | F10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 | G14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 | G11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 | G10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 | H10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 | H11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 | G12
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 G12 | J11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 G12 J11 | E11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 G12 J11 E11 | F8
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 G12 J11 E11 F8 | H9
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 G11 G10 H10 H11 G12 J11 H9 | F8
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 J14 | H10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 G16 J14 H10 | R14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 G16 | E15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 G16 E15 | G17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 G16 E15 G17 | F16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 | E17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 | C17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 | D15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 | D17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 | E15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 | F16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 | F15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 | E14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 | E13
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 | B14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 | H17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 | G17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 G17 | H16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 G17 H16 | H18
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 G17 H16 H18 | J18
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 G17 H16 H18 J18 | H19
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 D12 E16 E17 C17 D15 D17 E15 F16 G16 F15 E14 E13 B14 H17 G17 H16 H18 J18 H19 | F19
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 F10 G14 F15 | F14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 | F14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 | E15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 | E14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 | G11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 | G17
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 | H16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 | F15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 | G14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 | G15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 | H15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 | H14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 H14 | G12
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 H14 G12 | J14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 H14 G12 J14 | H11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 H14 G12 J14 H11 | G10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 G16 G17 H16 F15 G14 G15 H15 H14 G12 J14 H11 G10 | H13
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 E15 E14 G11 H14 | J16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 B15 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 B15 G16 | F16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 B15 G16 F16 | H14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D7 D12 F14 G11 | H14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 | F10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 F10 | G14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 F10 G14 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 F10 G14 G16 | G11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 D12 | G14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D10 D8 D12 G14 | G16
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 | C11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C11 | C6
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C11 C6 | E4
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C11 C6 E4 | E9
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C11 C6 E4 E9 | E11
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C11 C6 E4 E9 E11 | E6
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C9 C7 | D12
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 C11 | F15
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D14 D11 | G14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 | D14
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 | Q10
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 | O3
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 O3 | P3
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 O3 P3 | O4
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 O3 P3 O4 | Q6
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 O3 P3 O4 Q6 | L3
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 O3 P3 O4 Q6 L3 | K5
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 E4 | D6
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 E4 D6 | C3
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 E4 D6 C3 | B3
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 Q10 E4 D6 C3 B3 | E6
19 Q4 Q16 C4 D16 C14 F17 J3 C15 D9 D14 R14 | R12
19 Q4 Q16 C4 D16 C14 F17 J3 D6 | D8
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 | D4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 | D5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 | E5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 | C5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 | C3
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 | E6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 | D3
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 D3 | F6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 D3 F6 | F5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 D3 F6 F5 | G5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 D3 F6 F5 G5 | G4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 D3 F6 F5 G5 G4 | H4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 | B3
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 | B2
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 B2 | C2
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 B2 C2 | D3
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 B2 C2 D3 | A2
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 B2 C2 D3 A2 | H4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D8 D4 D5 E5 C5 C3 E6 E4 B3 B2 C2 D3 A2 H4 | F6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 | E6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 E6 | D8
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 E6 D8 | C7
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 E6 D8 C7 | F4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 E6 D8 C6 | F4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 D5 E6 D8 E5 | C6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 | C5
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 | B4
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 | C10
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 | C16
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 | C17
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 | B17
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 | C15
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 | B16
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 | D15
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 D15 | B15
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 D15 B15 | C18
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 D15 B15 C18 | C12
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 D15 B15 C18 C12 | F6
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 C16 C17 B17 C15 B16 D15 B15 C18 C12 F6 | E7
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 B16 | C17
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 B16 C17 | C12
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 B16 C17 C12 | E10
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C5 B4 C10 B16 C17 C12 E10 | R14
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C10 | C16
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C10 C16 | C17
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C10 C16 C17 | B17
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C10 C16 C17 B17 | C15
19 Q4 Q16 C4 D16 C14 F17 J3 D6 E4 C10 C16 C17 B17 C15 | B16
19 Q4 Q16 C4 D16 C14 F17 J3 R6 | O4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 | S4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 | D10
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 | E4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 | D6
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 | C3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 | B3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 | D3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 | B2
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 | G3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 | F6
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 | G5
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 | F5
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 | F4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 | H4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 | J2
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 | K2
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 | H2
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 H2 | K3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 H2 K3 | G4
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 H2 K3 G4 | O17
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 H2 K3 G4 O17 | R3
19 Q4 Q16 C4 D16 C14 F17 J3 R6 O4 S4 D10 E4 D6 C3 B3 D3 B2 G3 F6 G5 F5 F4 H4 J2 K2 H2 K3 G4 O17 R3 | R14
